0,8,8,6,6,5,7,8,7,5,7,7
4,6,4,4,4,5,6,5,4,5,5,4
7,6,6,5,7,9,8,5,7,7,6,5
2,4,3,5,6,5,3,5,5,4,3,5
1,3,4,5,4,3,4,4,3,3,5,4
1,5,6,5,3,4,4,3,3,5,5,4
1,4,3,2,3,3,2,2,4,3,3,4
7,8,5,7,7,6,6,8,8,7,8,7
