0,5,6,8,4,6,6,7,7,7,7,6
2,5,6,3,5,5,5,5,5,5,4,5
5,9,4,6,7,7,7,7,7,6,7,9
4,3,4,4,5,5,4,4,4,4,6,5
1,4,4,4,4,4,4,3,4,5,5,6
2,4,5,4,4,4,4,4,6,5,7,3
1,3,3,3,3,3,3,4,4,4,3,3
6,7,7,7,6,7,9,8,10,6,7,7
