0,5,6,6,8,4,7,6,6,7,7,7
2,4,4,6,3,5,4,5,5,5,5,4
4,6,9,4,8,6,6,8,8,8,5,8
2,6,3,5,4,4,5,5,5,3,5,2
3,2,4,3,4,5,4,5,3,4,1,4
1,5,3,4,5,5,5,3,5,1,5,6
1,3,3,3,3,4,2,3,1,3,4,2
4,7,8,8,8,5,8,3,8,9,4,5
